id,filename,status,updated
102192,Biodegradation+of+triphenylmethane%2C+azo+and+anthraquinone+dyes_.txt,processed2,2025-11-16 19:37:23.367655
102486,Decolorization+and+biodegradation+of+triphenylmethane+dyes+by+a+novel+Rhodococcus+qingshengii+JB301+isolated+from+sawdust_.txt,processed2,2025-11-16 17:55:07.084204
102888,Decolorization+of+triphenylmethane+dyes+by+a+newly+isolated+Aeromonas+hydrophila+strain_.txt,processed2,2025-11-16 17:42:38.417360
101925,Biodegradation+of+crystal+violet+by+Pseudomonas+putida_.txt,processed2,2025-11-16 20:02:28.377346
102740,Degradation+of+azo+dye+Mordant+Yellow+10+in+a+sequential+bioaugmented+anaerobic+bioreactor_.txt,processed2,2025-11-16 19:23:05.215634
100026,Mechanism+of+triphenylmethane+dye+biodegradation_.txt,processed2,2025-11-16 19:36:31.047329
100132,Decolorization+of+triphenylmethane%2C+azo+and+anthraquinone+dyes..._.txt,processed2,2025-11-16 18:04:55.333532
100197,Oxidative+Biodegradation+of+an+Anthraquinone+Dye%2CPigment+Violet+12%2C+by+Coriolus+versicolor_.txt,processed2,2025-11-16 18:58:09.167629
100841,Heterologous+expression+and+characterization+of+laccase+2+from+Coprinopsiscinerea+capable+of+decolourizing+different+recalcitrant+dyes_.txt,processed2,2025-11-16 19:24:15.454619
101564,Biosurfactant+production+and+growth+kinetics+studies+of+the+waste+canola+oil-degrading+bacterium+Rhodococcus+erythropolis+AQ5-07+from+Antarctica_.txt,processed2,2025-11-16 19:52:50.925406
102047,Color+removal+from+molasses+wastewater+by+Aspergillus+niger_.txt,processed2,2025-11-16 19:19:28.447083
102049,Degradation+and+decolourization+potential+of+an+ligninolytic+enzyme+producing+Aeromonas+hydrophila+for+crystal+violet+dye+and+its+phytotoxicity+evaluation_.txt,processed2,2025-11-16 17:55:55.999599
102279,Biodegradation+and+Biosorption+of+Acid+Anthraquinone+Dye_.txt,processed2,2025-11-16 17:59:00.578180
102335,Pathways+for+triphenylmethane+dye+biodegradation_.txt,processed2,2025-11-16 17:43:23.189367
102420,Purification+and+characterization+of+triphenylmethane+reductase+from+Citrobacter+species_.txt,processed2,2025-11-16 20:21:08.812445
102507,Electrolyte+effect+on+hydrolysed+reactive+dye+binding+to+quaternized+cellulose_.txt,processed2,2025-11-16 19:04:07.392923
102602,Detoxification+of+orange+II+by+Streptomyces+ipomoea_.txt,processed2,2025-11-16 19:06:39.863582
102674,Novel+pathway+for+degradation+of+crystal+violet+by+Mycobacterium+smegmatis_.txt,processed2,2025-11-16 20:07:24.156113
102886,Redox+titration+of+CotA+laccase_.txt,processed2,2025-11-16 19:09:27.540242
100001,Characterization+of+the+genes+for+enzymes+involved+in+the+degradation+of+azo+dyes+by+nocardioforms_.txt,processed2,2025-11-16 17:57:18.695423
100686,Biodegradation+of+triphenylmethane+dye+crystal+violet+by+Cedecea+davisae_.txt,processed2,2025-11-16 19:21:15.726082
102150,Triphenylmethane+reductase+from+Citrobacter+sp._.txt,processed2,2025-11-16 18:47:16.432089
102870,Gene+responsible+for+triphenylmethane+dye+mineralization+in+M.+smegmatis_.txt,processed2,2025-11-16 18:34:54.616908
100113,Operational+optimization+of+batchwise+nutrient+removal+from+wastewater+by+carrageenan+immobilized+Chlorella+vulgaris_.txt,processed2,2025-11-16 18:54:15.379722
101601,Biodegradation+and+biosorption+of+acid+anthraquinone+dye_.txt,processed2,2025-11-16 17:54:48.056596
101656,Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.txt,processed2,2025-11-16 18:01:47.823648
101672,Decolorization+of+triphenylmethane%2C+azo+and+anthraquinone+dyes+by+a+newly+isolated+Aeromonas+hydrophila+strain_.txt,processed2,2025-11-16 17:39:26.192471
101955,Biodegradation+of+triphenylmethane+dyes+by+Mycobacterium+smegmatis_.txt,processed2,2025-11-16 20:19:53.932070
102202,Biotreatment+of+anthraquinone+dye+Dicromarene+Blue%2C+K2RL_.txt,processed2,2025-11-16 18:17:17.019917
102301,Genes+involved+in+dye+decolorization_.txt,processed2,2025-11-16 19:25:37.470563
102426,Biodegradation+of+acid+blue+113+containing+textile+effluent+by+constructed+aerobic+bacterial+consortia_.txt,processed2,2025-11-16 17:36:05.500288
102618,Isolation+and+characterization+of+a+novel+halotolerant+laccase+from+Streptomyces+ipomoea_.txt,processed2,2025-11-16 18:54:55.140170
100658,Isolation+of+a+bacterial+strain+with+the+ability+to+utilize+the+sulfonated+azo+compound+4-carboxy-4%27-sulfoazobenzene+as+the+sole+source+of+carbon+and+energy_.txt,processed2,2025-11-16 18:34:31.284628
101188,Physiological+Characterization+of+Azo+Dye+Reduction_.txt,processed2,2025-11-16 18:43:28.614739
101763,Decolorization+of+triphenylmethane+dyes+by+Citrobacter+species_.txt,processed2,2025-11-16 18:27:12.642269
101859,Mechanistic+insight+into+triphenylmethane+dye+degradation_.txt,processed2,2025-11-16 20:16:30.560601
102072,Mineralization+of+triphenylmethane+dye+by+Mycobacterium+smegmatis_.txt,processed2,2025-11-16 19:28:59.801060
102277,Biodegradation+of+crystal+violet+by+Bacillus+sp._.txt,processed2,2025-11-16 20:08:00.750195
102727,Characterization+of+two+hydrogen+peroxide+resistant+peroxidases+from+Rhodococcus+opacus+1CP_.txt,processed2,2025-11-16 19:36:52.574221
100133,Biodegradation+of+Turquoise+Blue+Dye+by+Bacillus+megaterium+isolated+from+industrial+Effluent_.txt,processed2,2025-11-16 18:21:22.208141
101667,Biodegradation+of+azo+dyes+by+Citrobacter+species_.txt,processed2,2025-11-16 19:38:02.994331
101933,Biodegradation+of+azo+dye+C.I.+Acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.txt,processed2,2025-11-16 18:02:03.425053
102662,Biotechnologically+relevant+enzymes+and+proteins+enzymatic+reduction+of+azo+and+indigoid+compounds_.txt,processed2,2025-11-16 18:55:04.525259
101145,Decolorization+and+detoxification+of+textile+dyes+using+a+versatile+Streptomyces+laccase-natural+mediator+system_.txt,processed2,2025-11-16 20:15:39.571210
101291,Cloning+of+a+triphenylmethane+reductase+gene+from+Citrobacter+sp.+KCTC+18061P_.txt,processed2,2025-11-16 18:45:30.622588
101380,Biodegradation+of+triphenylmethane+and+azo+dyes+by+Citrobacter+sp.+MY-5_.txt,processed2,2025-11-16 18:13:46.762329
101579,Biodecolorization+of+azo+and+indigoid+compounds+by+various+bacteria_.txt,processed2,2025-11-16 17:44:31.235656
101734,Biological+treatment+of+textile+%26+dye+%E2%80%93stuff+with+a+special+emphasis+on+triphenylmethane+dyes_.txt,processed2,2025-11-16 20:12:49.214828
100697,Mechanism+of+triphenylmethane+dye+reduction_.txt,processed2,2025-11-16 18:38:58.705654
100970,Synergistic+action+of+azoreductase+and+laccase+leads+to+maximal+decolourization+and+detoxification+of+model+dye-containing+wastewaters_.txt,processed2,2025-11-16 17:45:01.301173
101205,Optimization+of+environmental+parameters+on+microbial+degradation+of+Reactive+Black+dye_.txt,processed2,2025-11-16 18:19:38.623635
101390,Malachite+green+and+crystal+violet+decolorization+by+Ganoderma+lucidum+and+Pleurotus+ostreatus+supernatant+and+by+rGlLCC1+and+rPOXA+1B+concentrates%3A+Molecular+docking+analysis_.txt,processed2,2025-11-16 19:34:20.228159
101606,Mechanisms+of+azo+reduction+by+Streptococcus+faecalis.+II.+The+role+of+soluble+flavins_.txt,processed2,2025-11-16 18:41:22.231865
102002,A+new+alkali-thermostable+azoreductase+from+Bacillus+sp+strain+SF_.txt,processed2,2025-11-16 19:51:18.680200
102041,High+removal+of+toxic+crystal+violet+dye+using+a+thermally+treated+activated+carbon+fiber+felt_.txt,processed2,2025-11-16 17:46:18.686792
100286,Alternative+pathways+for+radical+dissipation+in+an+active+site+mutant+of+B12-dependent+methylmalonyl-CoA+mutase_.txt,processed2,2025-11-16 19:07:55.783175
101064,Complete+biodegradation+of+the+azo+dye+azodisalicylate+under+anaerobic+conditions_.txt,processed2,2025-11-16 19:43:12.646214
101117,Azo+dye+decolorization+by+whole+bacterial+cells+under+anaerobic+conditions_.txt,processed2,2025-11-16 19:07:01.082231
101165,Biodegradation+pathway+of+crystal+violet_.txt,processed2,2025-11-16 20:02:01.072791
101435,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.txt,processed2,2025-11-16 17:38:49.131066
101478,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.txt,processed2,2025-11-16 17:41:26.178350
101637,Biodegradation+of+triphenylmethane%2C+azo+dye+and+latex+rubber+by+actinomycetes_.txt,processed2,2025-11-16 19:09:04.093656
101652,Inferring+the+evolutionary+relationship+of+23+Malaysian+Rhodococcus+isolates+with+potential+as+cholesterol+degrading+bacteria_.txt,processed2,2025-11-16 17:43:58.139164
101701,Kinetic+study+approach+of+remazol+black-B+use+for+the+development+of+two-stage+anoxic-oxic+reactor+for+decolorization%2Fbiodegradation+of+azo+dyes+by+activated+bacterial+consortium_.txt,processed2,2025-11-16 19:02:59.175395
102039,Biological+treatment+of+textile+%26+dye-stuff+with+a+special+emphasis+on+triphenylmethane+dyes_.txt,processed2,2025-11-16 18:06:39.558001
100104,A+New+Alkali-Thermostable+Azoreductase+from+Bacillus+sp.+Strain+SF_.txt,processed2,2025-11-16 19:20:13.790321
100284,Identification+of+genes+required+for+crystal+violet+decolorization+in+Citrobacter+sp.+MY-5_.txt,processed2,2025-11-16 17:36:37.377783
100525,Changes+in+microbial+communities+of+a+passive+coal+mine+drainage+bioremediation+system_.txt,processed2,2025-11-16 17:57:59.228904
101034,Pathways+of+reductive+degradation+of+crystal+violet+in+wastewater+using+free-strain+Burkholderia+vietnamiensis+C09V_.txt,processed2,2025-11-16 18:51:40.672413
101122,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta_.txt,processed2,2025-11-16 19:30:43.498524
101432,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase+responsible+for+dye+degradation_.txt,processed2,2025-11-16 20:20:42.856755
102125,Biodegradation+of+Malachite+Green+by+Kocuria+rosea+MTCC+1532_.txt,processed2,2025-11-16 19:17:34.104752
102217,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.txt,processed2,2025-11-16 17:39:49.099299
102548,Microbial+degradation+and+decolorization+of+Reactive+Dyes+by+Bacillus+Spp.+ETL-1979_.txt,processed2,2025-11-16 18:09:54.833241
102826,Enhanced+methylene+blue+decolourization+by+Rhodococcus+strain+UCC+0003+grown+in+banana+peel+agricultural+waste+through+response+surface+methodology_.txt,processed2,2025-11-16 18:59:10.089935
102908,Development+of+pLR591%2C+a+Streptomyces-E.+coli+positive+selection+shuttle+vector_.txt,processed2,2025-11-16 18:37:16.165715
100221,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.txt,processed2,2025-11-16 18:03:24.125488
100652,Physiological+Characterization+of+Azo+Dye+Reduction+in+Enterococcus+faecalis_.txt,processed2,2025-11-16 18:17:41.151488
100842,The+potential+of+sustainable+algal+biofuel+production+using+wastewater+resources_.txt,processed2,2025-11-16 18:17:47.120020
101600,Identification+and+characterization+of+genetic+elements+from+Amycolatopsis+species+contributing+to+triphenylmethane+decolorization_.txt,processed2,2025-11-16 19:54:37.937147
101820,Dyes+decolorized+by+combined+SlivCV+clones_.txt,processed2,2025-11-16 18:32:24.649159
101880,Characterization+of+rubber+degrading+isolates+and+the+cloning+of+DNA+conferring+an+apparent+latex+degrading+ability_.txt,processed2,2025-11-16 20:08:22.075260
101965,Biodegradation+of+azo+dyes+in+the+absence+of+a+mediator_.txt,processed2,2025-11-16 20:24:32.533004
102340,Microbial+degradation+of+Textile+Dye+%28Remazol+Black+B%29+by+Bacillus+sp.+ETL-2012_.txt,processed2,2025-11-16 19:18:55.871026
102942,Biodegradation+of+triphenylmethane+dyes+by+Rhodococcus+erythropolis+C2_.txt,processed2,2025-11-16 19:31:54.497444
100232,Identification+of+bacteria+using+partial+16S+rRNA+sequences_.txt,processed2,2025-11-16 18:28:45.251444
100261,Improving+the+indigo+carmine+decolorization+ability+of+a+Bacillus+amyloliquefaciens+laccase+by+site-directed+mutagenesis_.txt,processed2,2025-11-16 18:50:25.744911
100543,Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial+flora+D.._.txt,processed2,2025-11-16 19:40:39.763692
100593,Enzymatic+reduction+of+azo+and+indigoid+compounds..._.txt,processed2,2025-11-16 19:02:01.325476
100718,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.txt,processed2,2025-11-16 18:48:17.727542
100870,Characterization+of+the+decolorizing+activity+of+azo+dyes+by+Bacillus+subtilis+azoreductase..._.txt,processed2,2025-11-16 20:13:12.561592
101147,Investigations+into+the+azo+reducing+activity+of+a+common+colonic+microorganism_.txt,processed2,2025-11-16 19:32:33.971216
102117,Cloning+of+genes+for+enzymes+involved+in+the+degradation+of+azo+dyes+by+nocardioforms_.txt,processed2,2025-11-16 19:47:37.039196
102136,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.txt,processed2,2025-11-16 20:05:38.740220
102239,Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial+flora+DDMZ1%3A+application+for+decolorization+of+azo+dyes_.txt,processed2,2025-11-16 20:11:33.968467
102377,Construction+of+broad+host+range+positive+selection+vectors_.txt,processed2,2025-11-16 20:13:48.197937
102418,The+purification+and+characterization+of+an+Aeromonas+hydrophila+NAD%28P%29H+dependent+oxygenase_.txt,processed2,2025-11-16 20:00:21.916213
102729,Cloning+of+genes+for+dye+decolorization_.txt,processed2,2025-11-16 19:08:16.009414
102735,Biodegradation+of+1%2C1%2C1-Trichloro-2%2C2-Bis%284-chlorophenyl%29+Ethane+%28DDT%29+by+brown-rot+fungi_.txt,processed2,2025-11-16 18:14:11.605188
100637,Enzymatic+reduction+of+azo+and+indigoid+compounds_.txt,processed2,2025-11-16 17:56:14.699502
101320,Mechanisms+of+azo+reduction+by+Streptococcus+faecalis_.txt,processed2,2025-11-16 17:53:16.180360
101469,Evaluation+of+solid+waste+stratified+mixtures+as+constructed+wetland+fillers+under+different+operation+modes_.txt,processed2,2025-11-16 18:04:47.721371
102235,Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization+isolated+from+A.+orientalis_.txt,processed2,2025-11-16 17:30:56.440068
102435,Decolorization+of+triphenylmethane+and+azo+dyes+by+Aeromonas+hydrophila_.txt,processed2,2025-11-16 19:02:23.898589
102663,Purification+and+characterization+of+azoreductases_.txt,processed2,2025-11-16 19:38:59.390760
102706,Mechanisms+of+azo+reduction+by+Streptococcus+faecalis.+I.+Optimization+of+assay+conditions_.txt,processed2,2025-11-16 19:44:26.265093
100008,Induction+of+Laccase+Production+by+T.+pubescens_.txt,processed2,2025-11-16 19:07:34.847466
100624,Comparison+of+S.+lividans+dye+degrading+capacity+against+clone+SlivAM1_.txt,processed2,2025-11-16 19:49:01.013499
100663,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.txt,processed2,2025-11-16 20:05:17.274741
101035,Dye+decolorization+by+Kurthia+sp._.txt,processed2,2025-11-16 17:37:41.546502
101403,Biodegradation+of+crystal+violet+by+Citrobacter+sp.+strain+KCTC+18061P%3A+Purification%2C+characterization%2C+gene+cloning%2C+and+overexpression+of+a+functional+protein+in+Escherichia+coli_.txt,processed2,2025-11-16 18:41:47.765968
101632,Closest+protein+matches+to+isolated+sequences_.txt,processed2,2025-11-16 18:59:32.249712
101837,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye..._.txt,processed2,2025-11-16 19:49:40.666176
101920,The+function+of+cytoplasmic+flavin+reductases+in+the+reduction+of+azo+dyes+by+bacteria_.txt,processed2,2025-11-16 18:00:51.511554
102570,Lignin-degrading+enzymes+of+the+commercial+button+mushroom%2C+Agaricus+bisporus_.txt,processed2,2025-11-16 20:08:39.873669
102897,Isolation+and+characterization+of+relevant+microorganisms_.txt,processed2,2025-11-16 18:10:16.308731
100105,Dyes+decolorized+by+combined+SQ1CV+clones_.txt,processed2,2025-11-16 19:27:13.687672
100124,Characterization+of+rubber+degrading+isolates_.txt,processed2,2025-11-16 18:38:25.422263
100488,Optimization+of+pH+and+retention+time+on+the+removal+of+nutrients+and+heavy+metal+%28zinc%29+using+immobilized+marine+microalga+Chlorella+Marina_.txt,processed2,2025-11-16 19:16:15.598258
100646,Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+comp.._.txt,processed2,2025-11-16 19:46:48.520197
100755,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.txt,processed2,2025-11-16 18:47:44.491422
100800,Potential+of+bacteria+for+biological+decolorization+and+degradation+of+synthetic+dyes.+Recent+advances+in+biotechnology%2C+Recent+Trend+in+Biotechnology_.txt,processed2,2025-11-16 19:05:40.538824
101293,Molecular+approaches+for+bacterial+azoreductases_.txt,processed2,2025-11-16 18:01:24.658009
101515,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans_.txt,processed2,2025-11-16 19:14:57.334419
101745,Some+properties+of+azoreductase+produced+by+Pseudomonas+cepacia_.txt,processed2,2025-11-16 19:50:07.520058
101935,Decolorization+of+Azo%2C+triphenylmethane+and+anthraquinone+dyes+by+laccase+of+a+newly+isolated+Armillaria+sp.+F022_.txt,processed2,2025-11-16 17:56:04.937938
102354,Mechanism+of+triphenylmethane+biodegradation_.txt,processed2,2025-11-16 18:45:02.332187
102376,Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye+methyl+orange+by+newly+developed+biofilm+consortia_.txt,processed2,2025-11-16 18:22:15.843459
102678,Screening+for+antimicrobial+compounds+from+soil+isolates_.txt,processed2,2025-11-16 19:21:48.214257
102734,Immune+and+physiological+responses+of+three+species+of+marine+microalgae+to+heavy+metals_.txt,processed2,2025-11-16 19:48:44.513862
102737,Azoreductase+linked+to+heavy+metal+resistance_.txt,processed2,2025-11-16 18:00:16.494117
102879,Crystal+structure+of+an+aerobic+FMN-dependent+azoreductase_.txt,processed2,2025-11-16 18:42:41.707582
102899,Adaptation+of+conventional+Rhodococcus+spp.+PEG-mediated+transformation+procedure+for+use+with+S.+lividans+and+the+generation+of+S.+lividans+mutants+capable+of+regenerating+in+liquid+broth_.txt,processed2,2025-11-16 18:46:46.680296
100016,Biodegradation+of+triphenylmethane+dyes+by+Streptomyces+spp._.txt,processed2,2025-11-16 18:09:01.893457
100360,Molecular+and+Cellular+Biology+Techniques+for+Dye+and+Rubber+Biodegradation_.txt,processed2,2025-11-16 18:33:08.383162
100382,Characterization+of+genes+for+enzymes+involved+in+the+degradation+of+azo+dyes_.txt,processed2,2025-11-16 18:26:18.789857
100592,Isolation+and+characterization+of+microbial+strain+AZO29+capable+of+azo+dye+decolourization_.txt,processed2,2025-11-16 17:46:49.542330
100611,Biodegradation+of+azo+and+triphenylmethane+dyes+by+Amycolatopsis+orientalis_.txt,processed2,2025-11-16 20:06:29.274501
100768,Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.txt,processed2,2025-11-16 17:40:10.565564
101358,Characterization+of+genes+for+enzymes+involved+in+azo+dye+degradation_.txt,processed2,2025-11-16 19:52:07.942457
101522,Biological+decolorization+and+degradation+of+synthetic+dyes%3A+a+green+step+toward..._.txt,processed2,2025-11-16 18:42:28.458081
101542,Biodegradation+of+1%2C1%2C1-Trichloro-2%2C2-bis%284-chlorophenyl%29+ethane+%28DDT%29+by+brown-rot+fungi_.txt,processed2,2025-11-16 19:23:35.564151
101698,Decolorization+of+triphenylmethane+dyes+by+Kurthia+sp._.txt,processed2,2025-11-16 18:11:20.483198
101769,Rf+values+calculated+from+TLC_.txt,processed2,2025-11-16 19:02:44.448899
102051,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans_2003.txt,processed2,2025-11-16 19:17:50.889100
102194,Studies+on+triphenylmethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.txt,processed2,2025-11-16 18:16:33.321223
102365,Maximum+concentration+of+dye+decolorizable+by+strain+SY6_.txt,processed2,2025-11-16 18:58:00.791798
102388,Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye..._.txt,processed2,2025-11-16 18:23:49.726161
102583,Decolorization+by+mixed+cultures+of+strain+SY6+and+live+or+dead+strain+A3%282%29_.txt,processed2,2025-11-16 19:43:40.369565
102708,Decolorization+of+triphenylmethane+azo+dyes+by+Citrobacter+sp._2002.txt,processed2,2025-11-16 17:45:28.865619
102762,Crystal+structure+of+an+aerobic+FMN-dependent+azoreductase+%28AzoA%29+from+Enterococcus+faecalis_.txt,processed2,2025-11-16 20:10:03.316150
102765,Studies+on+the+biodegradation+of+dyes+and+rubber+by+actinomycetes%3A+a+comprehensive+overview_.txt,processed2,2025-11-16 18:12:50.756305
102920,Decolorization+of+triphenylmethane%2C+azo+dye+and+latex+rubber+by+actinomycetes_.txt,processed2,2025-11-16 19:20:45.813616
100021,Role+of+azoreductase+in+dye+degradation_.txt,processed2,2025-11-16 17:51:42.358859
100295,Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization_.txt,processed2,2025-11-16 20:11:56.297936
100553,Purification+and+characterization+of+an+oxygen+insensitive+azoreductase+from+Pseudomonas+.._.txt,processed2,2025-11-16 18:28:09.894936
100633,Sorption+and+desorption+studies+of+chromium+%28VI%29+from+nonviable+cyanobacterium+Nostoc+muscorum+biomass_.txt,processed2,2025-11-16 19:56:35.939362
100639,Decolorization+and+detoxification+of+sulfonated+azo+dye+CI+Remazol+red+and+textile+effluent+by+isolated+Lysinibacillus+sp.+RGS_.txt,processed2,2025-11-16 18:12:02.176278
100645,Suitable+N%2FP+molar+ratios+for+wastewater_.txt,processed2,2025-11-16 17:57:03.759049
100756,Characterization+of+the+genes+involved+in+the+degradation+of+azo+dyes+by+nocardioforms_.txt,processed2,2025-11-16 17:52:25.912316
101051,Development+of+a+classification+scheme+using+a+secondary+and+tertiary..._.txt,processed2,2025-11-16 20:03:28.384492
101092,Reduction+of+azo+food+dyes+in+cultures+of+Proteus+vulgaris_.txt,processed2,2025-11-16 19:11:00.977857
101197,Bacterial+degradation+of+dichloromethane_.txt,processed2,2025-11-16 17:46:00.487437
101202,Cloning+and+characterization+of+the+gene+coding+for+the+aerobic+azoreductase+from+Pigmentiphaga+kullae+K24_.txt,processed2,2025-11-16 18:53:57.034749
101364,Summary+of+open+reading+frame+prediction+of+pAM1+insert+using+Entrez+PubMed+blastx_.txt,processed2,2025-11-16 18:12:28.535661
101669,Purification+and+partial+characterization+of+two+azoreductases+from+Shigella+dysenteriae+Type+1_.txt,processed2,2025-11-16 19:46:59.354629
101822,Detoxification+of+azo+dyes+by+a+novel+pH-versatile%2C+salt-resistant+laccase+from+Streptomyces+ipomoea_.txt,processed2,2025-11-16 19:18:19.496124
102099,Biological+decolorization+and+degradation+of+synthetic+dyes%3A+a+green+step+toward+sustainable+environment_.txt,processed2,2025-11-16 19:17:07.362581
102146,Comparison+of+R.+erythropolis+SQ1+dye+degrading+capacity+against+clone+SQ1AM1_.txt,processed2,2025-11-16 18:31:52.385088
102148,Decolorization+and+detoxification+of+textile+dyes_.txt,processed2,2025-11-16 20:01:11.347540
102267,Isolation+and+characterization+of+microbial+strain+AZO29+capable+of+azo+dye+decolorization_.txt,processed2,2025-11-16 17:30:02.961497
102770,Biodegradation+of+mixed+textile+dyes+by+bacterial+strain+isolated+from+dye+waste+effluent_.txt,processed2,2025-11-16 17:27:33.007885
102829,Biotransformation+of+malachite+green+by+Saccharomyces+cerevisiae_.txt,processed2,2025-11-16 19:47:18.519183
102869,Biodegradation+of+triphenylmethane+and+azo+dyes+by+Citrobacter+spp._.txt,processed2,2025-11-16 18:44:35.644968
102904,Cloning+of+triphenylmethane+reductase_.txt,processed2,2025-11-16 17:30:16.669176
100349,Microbiological+removal+of+crystal+violet+dye+by+Bacillus+subtilis+ETL-2211_.txt,processed2,2025-11-16 19:18:37.180530
100371,Lateral+gene+transfer+in+phylogeny+of+azoreductase+system_.txt,processed2,2025-11-16 18:15:42.245574
100373,Adaptation+of+conventional+Rhodococcus+spp.+PEG-mediated+transformation+procedure_.txt,processed2,2025-11-16 19:14:25.340006
100396,Purification+and+identification+of+an+FMN-dependent+NAD%28P%29H+azoreductase+from+Enterococc.._.txt,processed2,2025-11-16 17:29:27.427046
100432,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase_.txt,processed2,2025-11-16 20:06:52.662709
100436,Microbial+decolorization+of+azo+dyes+by+Proteus+mirabilis_.txt,processed2,2025-11-16 18:25:53.568254
100460,Biomass+concentration+in+PACT+process_.txt,processed2,2025-11-16 19:15:12.153737
100500,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake..._.txt,processed2,2025-11-16 17:55:25.061102
101182,Development+of+a+classification+scheme+using+amino+acid+analysis+of+azoreductase+gene_.txt,processed2,2025-11-16 19:32:07.881174
101354,Activity+of+azoreductase+and+dye+detoxification_.txt,processed2,2025-11-16 19:10:07.769094
101458,Cloning%2C+sequencing%2C+and+growth+phase-dependent++transcription++of++the++coenzyme++F420-dependent++N5%2C++N10-methylenetetrahydromethanopterin+++reductase-encoding++genes+from+Methanobacterium+thermoaut_.txt,processed2,2025-11-16 18:08:20.481387
101533,Characteristics+and+purification+of+an+oxygen+insensitive+azoreductase+from..._.txt,processed2,2025-11-16 20:23:33.699790
101760,Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.txt,processed2,2025-11-16 18:05:14.503771
101862,Characteristics+of+two+classes+of+azo+dye+reductase+activity+associated+with+rat+liver+microsomal+cytochrome+P450_.txt,processed2,2025-11-16 19:13:34.977764
101878,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase%2C+whose+activity+is+responsible++for+the+degradation+of+the+triphenylmethane+dye%2C+Brilliant+green_.txt,processed2,2025-11-16 19:08:38.514996
102031,Methylene+blue+staining+for+nerve-sparing+operative+procedures%3A+An+animal+model_.txt,processed2,2025-11-16 17:35:50.856420
102037,Crystallography+of+azoreductases+with+NAD%28P%29H+binding+pocket_.txt,processed2,2025-11-16 18:11:41.422379
102319,Identification+and+molecular+characterization+of+a+novel+flavin-free+NADPH+preferred+azoreductase+encoded+by+azoB+in+Pigmentiphaga+kullae+K24_.txt,processed2,2025-11-16 19:50:51.334847
102338,Preliminary+characterization+of+A.+orientlis+phytase+activity_.txt,processed2,2025-11-16 20:02:53.056440
102747,Biodegradation+of+dyes+by+Citrobacter+spp.+MY-5_.txt,processed2,2025-11-16 18:40:35.594394
100198,Potential+of+bacteria+for+biological+decolorization+and+degradation+of+synthetic+dyes..._.txt,processed2,2025-11-16 19:16:43.400647
100509,Degradation+of+Phenolic+Compounds+in+Bioreactors_.txt,processed2,2025-11-16 18:57:03.906841
100911,Characterization+of+the+genes+for+enzymes+involved+in+the+degradation..._.txt,processed2,2025-11-16 18:20:15.545611
101104,Decolorization+and+azo+dye+degradation+by+anaerobic%2Faerobic+sequential+process_.txt,processed2,2025-11-16 19:50:23.515250
101166,Characteristics+and+purification+of+an+oxygen+insensitive+azoreductase+from+Caulobacter+subvibrioides+strain+C7-D_.txt,processed2,2025-11-16 19:42:15.988188
101218,Biochemical+and+molecular+characterization+of+an+azoreductase+from+Staphylococcus+aureus%2C+a+tetrameric+NADPH-dependent+flavoprotein_.txt,processed2,2025-11-16 19:45:46.808655
