id,filename,Status
101435,Removal+of+nitrate+from+water+by+foam-immobilized+Phormidium+laminosum+in+batch+and+continuous-flow+bioreactors_.txt,Initial
101478,Synthetic+dye+decolorization+by+three+sources+of+fungal+laccase_.txt,Initial
101637,Biodegradation+of+triphenylmethane%2C+azo+dye+and+latex+rubber+by+actinomycetes_.txt,Initial
101652,Inferring+the+evolutionary+relationship+of+23+Malaysian+Rhodococcus+isolates+with+potential+as+cholesterol+degrading+bacteria_.txt,Initial
101701,Kinetic+study+approach+of+remazol+black-B+use+for+the+development+of+two-stage+anoxic-oxic+reactor+for+decolorization%2Fbiodegradation+of+azo+dyes+by+activated+bacterial+consortium_.txt,Initial
102039,Biological+treatment+of+textile+%26+dye-stuff+with+a+special+emphasis+on+triphenylmethane+dyes_.txt,Initial
100104,A+New+Alkali-Thermostable+Azoreductase+from+Bacillus+sp.+Strain+SF_.txt,Initial
100284,Identification+of+genes+required+for+crystal+violet+decolorization+in+Citrobacter+sp.+MY-5_.txt,Initial
100525,Changes+in+microbial+communities+of+a+passive+coal+mine+drainage+bioremediation+system_.txt,Initial
101034,Pathways+of+reductive+degradation+of+crystal+violet+in+wastewater+using+free-strain+Burkholderia+vietnamiensis+C09V_.txt,Initial
101122,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta_.txt,Initial
101432,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase+responsible+for+dye+degradation_.txt,Initial
102125,Biodegradation+of+Malachite+Green+by+Kocuria+rosea+MTCC+1532_.txt,Initial
102217,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.txt,Initial
102548,Microbial+degradation+and+decolorization+of+Reactive+Dyes+by+Bacillus+Spp.+ETL-1979_.txt,Initial
102826,Enhanced+methylene+blue+decolourization+by+Rhodococcus+strain+UCC+0003+grown+in+banana+peel+agricultural+waste+through+response+surface+methodology_.txt,Initial
102908,Development+of+pLR591%2C+a+Streptomyces-E.+coli+positive+selection+shuttle+vector_.txt,Initial
100221,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.txt,Initial
100652,Physiological+Characterization+of+Azo+Dye+Reduction+in+Enterococcus+faecalis_.txt,Initial
100842,The+potential+of+sustainable+algal+biofuel+production+using+wastewater+resources_.txt,Initial
101600,Identification+and+characterization+of+genetic+elements+from+Amycolatopsis+species+contributing+to+triphenylmethane+decolorization_.txt,Initial
101820,Dyes+decolorized+by+combined+SlivCV+clones_.txt,Initial
101880,Characterization+of+rubber+degrading+isolates+and+the+cloning+of+DNA+conferring+an+apparent+latex+degrading+ability_.txt,Initial
101965,Biodegradation+of+azo+dyes+in+the+absence+of+a+mediator_.txt,Initial
102340,Microbial+degradation+of+Textile+Dye+%28Remazol+Black+B%29+by+Bacillus+sp.+ETL-2012_.txt,Initial
102942,Biodegradation+of+triphenylmethane+dyes+by+Rhodococcus+erythropolis+C2_.txt,Initial
100232,Identification+of+bacteria+using+partial+16S+rRNA+sequences_.txt,Initial
100261,Improving+the+indigo+carmine+decolorization+ability+of+a+Bacillus+amyloliquefaciens+laccase+by+site-directed+mutagenesis_.txt,Initial
100543,Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial+flora+D.._.txt,Initial
100593,Enzymatic+reduction+of+azo+and+indigoid+compounds..._.txt,Initial
100718,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.txt,Initial
100870,Characterization+of+the+decolorizing+activity+of+azo+dyes+by+Bacillus+subtilis+azoreductase..._.txt,Initial
101147,Investigations+into+the+azo+reducing+activity+of+a+common+colonic+microorganism_.txt,Initial
102117,Cloning+of+genes+for+enzymes+involved+in+the+degradation+of+azo+dyes+by+nocardioforms_.txt,Initial
102136,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.txt,Initial
102239,Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial+flora+DDMZ1%3A+application+for+decolorization+of+azo+dyes_.txt,Initial
102377,Construction+of+broad+host+range+positive+selection+vectors_.txt,Initial
102418,The+purification+and+characterization+of+an+Aeromonas+hydrophila+NAD%28P%29H+dependent+oxygenase_.txt,Initial
102729,Cloning+of+genes+for+dye+decolorization_.txt,Initial
102735,Biodegradation+of+1%2C1%2C1-Trichloro-2%2C2-Bis%284-chlorophenyl%29+Ethane+%28DDT%29+by+brown-rot+fungi_.txt,Initial
100637,Enzymatic+reduction+of+azo+and+indigoid+compounds_.txt,Initial
101320,Mechanisms+of+azo+reduction+by+Streptococcus+faecalis_.txt,Initial
101469,Evaluation+of+solid+waste+stratified+mixtures+as+constructed+wetland+fillers+under+different+operation+modes_.txt,Initial
102235,Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization+isolated+from+A.+orientalis_.txt,Initial
102435,Decolorization+of+triphenylmethane+and+azo+dyes+by+Aeromonas+hydrophila_.txt,Initial
102663,Purification+and+characterization+of+azoreductases_.txt,Initial
102706,Mechanisms+of+azo+reduction+by+Streptococcus+faecalis.+I.+Optimization+of+assay+conditions_.txt,Initial
100008,Induction+of+Laccase+Production+by+T.+pubescens_.txt,Initial
100624,Comparison+of+S.+lividans+dye+degrading+capacity+against+clone+SlivAM1_.txt,Initial
100663,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.txt,Initial
101035,Dye+decolorization+by+Kurthia+sp._.txt,Initial
101403,Biodegradation+of+crystal+violet+by+Citrobacter+sp.+strain+KCTC+18061P%3A+Purification%2C+characterization%2C+gene+cloning%2C+and+overexpression+of+a+functional+protein+in+Escherichia+coli_.txt,Initial
101632,Closest+protein+matches+to+isolated+sequences_.txt,Initial
101837,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye..._.txt,Initial
101920,The+function+of+cytoplasmic+flavin+reductases+in+the+reduction+of+azo+dyes+by+bacteria_.txt,Initial
102570,Lignin-degrading+enzymes+of+the+commercial+button+mushroom%2C+Agaricus+bisporus_.txt,Initial
102897,Isolation+and+characterization+of+relevant+microorganisms_.txt,Initial
100105,Dyes+decolorized+by+combined+SQ1CV+clones_.txt,Initial
100124,Characterization+of+rubber+degrading+isolates_.txt,Initial
100488,Optimization+of+pH+and+retention+time+on+the+removal+of+nutrients+and+heavy+metal+%28zinc%29+using+immobilized+marine+microalga+Chlorella+Marina_.txt,Initial
100646,Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+comp.._.txt,Initial
100755,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.txt,Initial
100800,Potential+of+bacteria+for+biological+decolorization+and+degradation+of+synthetic+dyes.+Recent+advances+in+biotechnology%2C+Recent+Trend+in+Biotechnology_.txt,Initial
101293,Molecular+approaches+for+bacterial+azoreductases_.txt,Initial
101515,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans_.txt,Initial
101745,Some+properties+of+azoreductase+produced+by+Pseudomonas+cepacia_.txt,Initial
101935,Decolorization+of+Azo%2C+triphenylmethane+and+anthraquinone+dyes+by+laccase+of+a+newly+isolated+Armillaria+sp.+F022_.txt,Initial
102354,Mechanism+of+triphenylmethane+biodegradation_.txt,Initial
102376,Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye+methyl+orange+by+newly+developed+biofilm+consortia_.txt,Initial
102678,Screening+for+antimicrobial+compounds+from+soil+isolates_.txt,Initial
102734,Immune+and+physiological+responses+of+three+species+of+marine+microalgae+to+heavy+metals_.txt,Initial
102737,Azoreductase+linked+to+heavy+metal+resistance_.txt,Initial
102879,Crystal+structure+of+an+aerobic+FMN-dependent+azoreductase_.txt,Initial
102899,Adaptation+of+conventional+Rhodococcus+spp.+PEG-mediated+transformation+procedure+for+use+with+S.+lividans+and+the+generation+of+S.+lividans+mutants+capable+of+regenerating+in+liquid+broth_.txt,Initial
100016,Biodegradation+of+triphenylmethane+dyes+by+Streptomyces+spp._.txt,Initial
100360,Molecular+and+Cellular+Biology+Techniques+for+Dye+and+Rubber+Biodegradation_.txt,Initial
100382,Characterization+of+genes+for+enzymes+involved+in+the+degradation+of+azo+dyes_.txt,Initial
100592,Isolation+and+characterization+of+microbial+strain+AZO29+capable+of+azo+dye+decolourization_.txt,Initial
100611,Biodegradation+of+azo+and+triphenylmethane+dyes+by+Amycolatopsis+orientalis_.txt,Initial
100768,Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.txt,Initial
101358,Characterization+of+genes+for+enzymes+involved+in+azo+dye+degradation_.txt,Initial
101522,Biological+decolorization+and+degradation+of+synthetic+dyes%3A+a+green+step+toward..._.txt,Initial
101542,Biodegradation+of+1%2C1%2C1-Trichloro-2%2C2-bis%284-chlorophenyl%29+ethane+%28DDT%29+by+brown-rot+fungi_.txt,Initial
101698,Decolorization+of+triphenylmethane+dyes+by+Kurthia+sp._.txt,Initial
101769,Rf+values+calculated+from+TLC_.txt,Initial
102051,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans_2003.txt,Initial
102194,Studies+on+triphenylmethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.txt,Initial
102365,Maximum+concentration+of+dye+decolorizable+by+strain+SY6_.txt,Initial
102388,Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye..._.txt,Initial
102583,Decolorization+by+mixed+cultures+of+strain+SY6+and+live+or+dead+strain+A3%282%29_.txt,Initial
102708,Decolorization+of+triphenylmethane+azo+dyes+by+Citrobacter+sp._2002.txt,Initial
102762,Crystal+structure+of+an+aerobic+FMN-dependent+azoreductase+%28AzoA%29+from+Enterococcus+faecalis_.txt,Initial
102765,Studies+on+the+biodegradation+of+dyes+and+rubber+by+actinomycetes%3A+a+comprehensive+overview_.txt,Initial
102920,Decolorization+of+triphenylmethane%2C+azo+dye+and+latex+rubber+by+actinomycetes_.txt,Initial
100021,Role+of+azoreductase+in+dye+degradation_.txt,Initial
100295,Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization_.txt,Initial
100553,Purification+and+characterization+of+an+oxygen+insensitive+azoreductase+from+Pseudomonas+.._.txt,Initial
100633,Sorption+and+desorption+studies+of+chromium+%28VI%29+from+nonviable+cyanobacterium+Nostoc+muscorum+biomass_.txt,Initial
100639,Decolorization+and+detoxification+of+sulfonated+azo+dye+CI+Remazol+red+and+textile+effluent+by+isolated+Lysinibacillus+sp.+RGS_.txt,Initial
100645,Suitable+N%2FP+molar+ratios+for+wastewater_.txt,Initial
100756,Characterization+of+the+genes+involved+in+the+degradation+of+azo+dyes+by+nocardioforms_.txt,Initial
101051,Development+of+a+classification+scheme+using+a+secondary+and+tertiary..._.txt,Initial
101092,Reduction+of+azo+food+dyes+in+cultures+of+Proteus+vulgaris_.txt,Initial
101197,Bacterial+degradation+of+dichloromethane_.txt,Initial
101202,Cloning+and+characterization+of+the+gene+coding+for+the+aerobic+azoreductase+from+Pigmentiphaga+kullae+K24_.txt,Initial
101364,Summary+of+open+reading+frame+prediction+of+pAM1+insert+using+Entrez+PubMed+blastx_.txt,Initial
101669,Purification+and+partial+characterization+of+two+azoreductases+from+Shigella+dysenteriae+Type+1_.txt,Initial
101822,Detoxification+of+azo+dyes+by+a+novel+pH-versatile%2C+salt-resistant+laccase+from+Streptomyces+ipomoea_.txt,Initial
102099,Biological+decolorization+and+degradation+of+synthetic+dyes%3A+a+green+step+toward+sustainable+environment_.txt,Initial
102146,Comparison+of+R.+erythropolis+SQ1+dye+degrading+capacity+against+clone+SQ1AM1_.txt,Initial
102148,Decolorization+and+detoxification+of+textile+dyes_.txt,Initial
102267,Isolation+and+characterization+of+microbial+strain+AZO29+capable+of+azo+dye+decolorization_.txt,Initial
102770,Biodegradation+of+mixed+textile+dyes+by+bacterial+strain+isolated+from+dye+waste+effluent_.txt,Initial
102829,Biotransformation+of+malachite+green+by+Saccharomyces+cerevisiae_.txt,Initial
102869,Biodegradation+of+triphenylmethane+and+azo+dyes+by+Citrobacter+spp._.txt,Initial
102904,Cloning+of+triphenylmethane+reductase_.txt,Initial
100349,Microbiological+removal+of+crystal+violet+dye+by+Bacillus+subtilis+ETL-2211_.txt,Initial
100371,Lateral+gene+transfer+in+phylogeny+of+azoreductase+system_.txt,Initial
100373,Adaptation+of+conventional+Rhodococcus+spp.+PEG-mediated+transformation+procedure_.txt,Initial
100396,Purification+and+identification+of+an+FMN-dependent+NAD%28P%29H+azoreductase+from+Enterococc.._.txt,Initial
100432,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase_.txt,Initial
100436,Microbial+decolorization+of+azo+dyes+by+Proteus+mirabilis_.txt,Initial
100460,Biomass+concentration+in+PACT+process_.txt,Initial
100500,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake..._.txt,Initial
101182,Development+of+a+classification+scheme+using+amino+acid+analysis+of+azoreductase+gene_.txt,Initial
101354,Activity+of+azoreductase+and+dye+detoxification_.txt,Initial
101458,Cloning%2C+sequencing%2C+and+growth+phase-dependent++transcription++of++the++coenzyme++F420-dependent++N5%2C++N10-methylenetetrahydromethanopterin+++reductase-encoding++genes+from+Methanobacterium+thermoaut_.txt,Initial
101533,Characteristics+and+purification+of+an+oxygen+insensitive+azoreductase+from..._.txt,Initial
101760,Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.txt,Initial
101862,Characteristics+of+two+classes+of+azo+dye+reductase+activity+associated+with+rat+liver+microsomal+cytochrome+P450_.txt,Initial
101878,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase%2C+whose+activity+is+responsible++for+the+degradation+of+the+triphenylmethane+dye%2C+Brilliant+green_.txt,Initial
102031,Methylene+blue+staining+for+nerve-sparing+operative+procedures%3A+An+animal+model_.txt,Initial
102037,Crystallography+of+azoreductases+with+NAD%28P%29H+binding+pocket_.txt,Initial
102319,Identification+and+molecular+characterization+of+a+novel+flavin-free+NADPH+preferred+azoreductase+encoded+by+azoB+in+Pigmentiphaga+kullae+K24_.txt,Initial
102338,Preliminary+characterization+of+A.+orientlis+phytase+activity_.txt,Initial
102747,Biodegradation+of+dyes+by+Citrobacter+spp.+MY-5_.txt,Initial
100198,Potential+of+bacteria+for+biological+decolorization+and+degradation+of+synthetic+dyes..._.txt,Initial
100509,Degradation+of+Phenolic+Compounds+in+Bioreactors_.txt,Initial
100911,Characterization+of+the+genes+for+enzymes+involved+in+the+degradation..._.txt,Initial
101104,Decolorization+and+azo+dye+degradation+by+anaerobic%2Faerobic+sequential+process_.txt,Initial
101166,Characteristics+and+purification+of+an+oxygen+insensitive+azoreductase+from+Caulobacter+subvibrioides+strain+C7-D_.txt,Initial
101218,Biochemical+and+molecular+characterization+of+an+azoreductase+from+Staphylococcus+aureus%2C+a+tetrameric+NADPH-dependent+flavoprotein_.txt,Initial
101422,Analysis+of+16S+rRNA+gene+sequences+for+species+identification_.txt,Initial
101633,Identification%2C+Isolation+and+Characterization+of+a+Novel+Azoreductase+from+Clostridium+Perfringens_.txt,Initial
101767,Identification+and+characterization+of+genetic+elements+from+Amycolatopsis+species_.txt,Initial
102380,Removal+of+methylene+blue+and+malachite+green+from+aqueous+solution+by+Chlorella+and+Chlamydomonas+species+isolated+from+a+thermal+spring+environment_.txt,Initial
102523,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.txt,Initial
102661,Biodegradation+of+triphenylmethane+dyes+by+Aeromonas+hydrophila_.txt,Initial
102669,Purification+and+partial+characterization+of+two+azoreductases+from+Shigella+dysenteriae+type+1_.txt,Initial
102672,Biodegradation+and+detoxification+of+crystal+violet+by+Amycolatopsis..._.txt,Initial
102696,Preliminary+characterization+of+A.+orientalis+phytase+activity_.txt,Initial
102787,Degradation+of+acid+orange+7+in+an+aerobic+biofilm_.txt,Initial
102836,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase%2C+whose+activity+is+responsible+for+the+degradation+of+the+triphenylmethane+dye%2C+Brilliant+green_.txt,Initial
102901,Experimental+study+for+growth+potential+of+unicellular+alga+Chlorella+pyrenoidosa+on+dairy+wastewater_.txt,Initial
